title,review_text,review_date,reviewer_name,review_score
pirates_of_the_caribbean_dead_men_tell_no_tales,"é bonzinho, mas podia ser melhor","Sep 10, 2023",Blue H,3
pirates_of_the_caribbean_dead_men_tell_no_tales,This is a dead trash movie💀💀💀💀,"Aug 27, 2023",Leticia q,0
pirates_of_the_caribbean_dead_men_tell_no_tales,"It's pirates, it's Captain Jack Sparrow,  it's Johnny Depp.  I loved it even when it made no sense.  These movies are always fun and entertaining,  this one is exciting and hilarious too.","Aug 23, 2023",shana p,5
pirates_of_the_caribbean_dead_men_tell_no_tales,"While more tightly written than its predecessors, the fifth (and possibly final) instalment of the Pirates of the Caribbean series smothers its characters and leaves the audience so dead that they can tell no tales of it.","Aug 18, 2023",Fade,1
pirates_of_the_caribbean_dead_men_tell_no_tales,"It ended the franchise in a good way, but the movie itself is boring and not fun to sit to through. Almost not watchable even.","Aug 16, 2023",DJ W,1
pirates_of_the_caribbean_dead_men_tell_no_tales,Not the real Jack Sparrow.,"Aug 3, 2023",Kelcy D,1
pirates_of_the_caribbean_dead_men_tell_no_tales,"This movie was enjoyable but isn't too memorable. It was fun to see Jack Sparrow again but this movie just felt weird without Elizabeth and Will Turner. I liked it, but I could have been more.","Jul 25, 2023",JT H,3
pirates_of_the_caribbean_dead_men_tell_no_tales,"Thrills and Chills on the High Seas

I recently had the opportunity to watch the film ""Pirates of the Caribbean: Dead Men Tell No Tales,"" and I must say, it was quite the thrilling adventure! With an intriguing storyline and captivating characters, this movie definitely deserves a solid 8 out of 10 rating from me.

One of the aspects that truly impressed me about this film was the incredible attention to detail in the visuals. The stunning cinematography and breathtaking special effects brought the pirate world to life in a way that was both visually stunning and immersive. From the epic sea battles to the eerie ghostly encounters, every scene was a visual treat.

But it wasn't just the visuals that made this film stand out. The performances of the cast were also top-notch. Johnny Depp reprised his iconic role as Captain Jack Sparrow with his trademark wit and charm, delivering a performance that was both hilarious and endearing. Javier Bardem's portrayal of Captain Salazar was equally impressive, bringing a menacing presence to the screen that sent shivers down my spine.

The storyline itself was filled with twists and turns, keeping me on the edge of my seat throughout the entire film. The quest for the Trident of Poseidon was not only a race against time but also a journey of self-discovery for both Jack Sparrow and Henry Turner. Their personal growth and development added depth to the story, making it more than just a typical pirate adventure.

Another aspect that I appreciated about this film was the well-balanced mix of action and humor. The action sequences were intense and exhilarating, with sword fights, ship battles, and daring escapes that had my heart racing. At the same time, the humor injected into the film provided much-needed comic relief, lightening the mood and adding an extra layer of enjoyment.

Overall, ""Pirates of the Caribbean: Dead Men Tell No Tales"" is a fantastic addition to the franchise. It successfully captures the spirit of the original films while introducing new elements that keep the story fresh and exciting. With its stunning visuals, captivating performances, and thrilling storyline, this film is a must-watch for any fan of the series.

While it may not be a perfect 10, I believe it deserves a solid 8 out of 10 rating. It's an entertaining and enjoyable experience that will leave you wanting more. So grab your popcorn, sit back, and prepare to set sail on an unforgettable adventure with Captain Jack Sparrow and his crew!","Jul 24, 2023",Carl J,4
pirates_of_the_caribbean_dead_men_tell_no_tales,How the fuck can you make a movie about pirates and not have Jack Sparrow wear his fucking pirate hit in the final scene where he sails off into the sunset??!!,"Jul 21, 2023",Peter J,0
pirates_of_the_caribbean_dead_men_tell_no_tales,"Even though it is just the same as other movies, it sheds some light on Jack's history which is just AMAZING.","Jul 12, 2023",Soren S,5
pirates_of_the_caribbean_dead_men_tell_no_tales,Johnny Depp rocks! There is no Pirates without him!,"Jun 29, 2023",SANJAY K,5
the_bricklayer_2023,"Millennium Films is notorious for recycling a proven action plot.  This preceded the ""Bee Keeper"" 2024 and was a better version of the concept.  Despite terrible reviews, I still think this is one of Renny Harlin's better films of the last decade.  The explosions rule and the gunplay is pretty damn good.  The cast is solid all around.  The trouble here is the predictable plot and age old tropes.","Apr 5, 2024",Riain R,3
the_bricklayer_2023,"This movie makes no sense at all,,,gets more boring as I tried to rewatch it.","Mar 29, 2024",Patrick P,1
the_bricklayer_2023,"The Bricklayer is a new action thriller that stars Aaron Eckhart and Nina Dobrev in the lead roles as the story follows Steve Vail, a seasoned-ex CIA operative that is drawn back into the shadows to confront a formidable extortionist threatening the agency's existence. I will start this off by saying that the action is cheap and generic. I feel like there are people that will get a kick and have fun with this movie as it does have action but this movie doesn't do anything to enhance the action or the story that feels even more generic and unoriginal. I kept finding myself not able to stay invested into this movie just because there's nothing grabbing me into the movie and to pay attention and the movie just drags for a solid 2 hours. Overall, The Bricklayer is nothing but some fun entertainment with cheap action and story-telling. D+","Mar 23, 2024",Grimm Gaming R,1
the_bricklayer_2023,"It’s generic. It’s not awful, but it definitely does not excel in any one category. But hey, compared to “the painter,” this film might as well be Mission Impossible. Plot: 2 Pace: 5 Attraction: 2.5 Characters: 3.7 Acting: 6.8 Dialogue: 5.6 Cinematography/Setting: 6 Genre Effective: 2.8 The It Factor: 1 Directing: 3.9 Total: 39.3","Mar 18, 2024",Reviewer not found,2
the_bricklayer_2023,"Follow your own feelings, not the critics.  I like this movie. There is nothing new under the sun, so  Not discussing the plot.
But the film has a smooth rhythm and enough sincerity.  I had a great afternoon and enjoyed it much more than I would have if I struggled drowsily to watch the movies recommended by the pros.","Mar 12, 2024",Chihome L,4
the_bricklayer_2023,"The fight scenes in the movie were so over-the-top that they had me laughing out loud, much to the annoyance of my fellow moviegoers who shushed me. The endless barrage of punches, gunshots, knife fights, stick battles, and car chases pushed the boundaries of believability to the point of absurdity. In reality, a single punch like the ones depicted could land someone in the hospital or worse, yet the protagonist emerged with barely a scratch on his face. It was utterly ridiculous. A gentle nudge to the director: a touch more realism might be in order.","Mar 8, 2024",Zev M,1
the_bricklayer_2023,An awesome job by Vail for pulling the strings together to match and counter a retribution event. Intense and active but needs to brush up more  the storyline.,"Feb 29, 2024",Rgas D,3
the_bricklayer_2023,"I was optimistic about the cast and yes, some good action, but another film ruined by poor sound choice! The background score is just all wrong, it's a distraction.","Feb 26, 2024",Clare W,3
the_bricklayer_2023,"Aaron Eckheart makes the most of the script, squeezing out his best performance in years.","Feb 25, 2024",Patrick D,5
the_bricklayer_2023,"Generally like Aaron Eckhart, but the movie just didn't execute well enough to justify the lazy, predictable, and downright stupid plot. When movies have a plot this bad, we want spectacle, that's why John Wick was amazing. This was nowhere close to John Wick.","Feb 19, 2024",Buck H,1
the_bricklayer_2023,"Wow, was this bad. Everything about this was subpar. Multiple scenes where there are huge mistakes made in editing, a guy getting shot in the chest, then a second or two later he's shot in the stomach, things like that. The plot is terrible. The characters are not good. The acting is also not good. Nothing redeems this.","Feb 15, 2024",Scott V,2
the_bricklayer_2023,A very low rent wick. Worth a watch if you have nothing better to do purely to laugh at how ridiculous it is! 😂🤦🏻‍♂️😂,"Feb 12, 2024",Real Recoginize R,3
the_bricklayer_2023,"Two stars, the half extra is merely a tribute to Renny Harlin, craftsman that he is!
Literally every scene can be seen in a dozen other flicks and more original. 
Uses for this one: Spend time and sharpens your taste...","Feb 11, 2024",Daan v,2
the_bricklayer_2023,I'd have to say that Aaron Eckhart does a great job in this movie. The action is great. The acting is awesome. It is sad that people always want more. Just enjoy the movie.,"Feb 6, 2024",Ceoshot,4
the_bricklayer_2023,"Awful movie, Trying to be Jason Bourne and Jason Statham, but coming across as a ""D"" movie. Set in Greece (why?). The villain was as villainous as an unvillainous person, the hero was an insufferable prick and the female CIA assistant was as wooden as Pinocchio. The Bricklayer aspect had zero relevance to the film, he could just as well have been a baker or a bin man. Watch something else","Jan 19, 2024",philip c,2
the_bricklayer_2023,It's good to see Renny Harlin back in his craft as an action film director and he hasn't lost his touch. Also to Aaron Eckhart as the lead role which he commands in his performance both in action and in dramatic depth.,"Jan 14, 2024",Edzel R,3
the_bricklayer_2023,"A generally fun film but poor story , way too predictible and non flexible characters","Jan 13, 2024",Ibrahim,2
the_bricklayer_2023,Seen it all before. Many times. Sigh,"Jan 12, 2024",Les N,2
the_bricklayer_2023,'The Bricklayer' is a generic action thriller that is throughout formulaic and inconsistent.,"Jan 11, 2024",Mirza M,1
the_bricklayer_2023,"There was nothing interesting, exciting or enjoyable about this movie. I was at least hoping there would be some good senseless action but I was surprised how bad the fight scenes was. Ridiculous.","Jan 10, 2024",Daniel,0
suicide_squad_2016,Margot Robbie is my queen so I can't give it anything less,"Mar 22, 2024",Nick B,2
suicide_squad_2016,my favorite part of this movie is the end,"Mar 13, 2024",Brian F,1
suicide_squad_2016,This movie is really bad so far in DC cinematic universe,"Mar 12, 2024",Sebastian S,1
suicide_squad_2016,Very high quality film I very much enjoyed it as well as the others I watched it with.,"Mar 8, 2024",The Cursed Legion,4
suicide_squad_2016,"O filme deixa a desejar. Não recomendo assistir esse filme, principalmente porque os pontos negativos dele são consertados no filme de continuação/remake.","Feb 29, 2024",Gabriel Valentim,1
suicide_squad_2016,It was ok but not as good.,"Feb 24, 2024",Emilliano Jr S,2
suicide_squad_2016,You should watch extended cut version of this movie . It's better than the theatrical version .,"Feb 24, 2024",Qasim R,3
suicide_squad_2016,"Awful. Even less than a decade later, all the original defenders have abandoned the movie because they realize there're nothing worth defending.","Feb 18, 2024",Maximus G,0
suicide_squad_2016,"Absolutely love this squad, where the villains dare to martyr themselves and watching the villains team up to fight other villains, it's really interesting. The content, the meaning, the action scenes, it's all great. But in the end, there is also regret because of ""Suicide Squad"", no matter what, someone will die. Anyway, if I have the chance, I will watch this movie again.","Feb 15, 2024",Pham Huynh  Q,4
suicide_squad_2016,Bizarrely taped together nonsense. Can feel the studio manipulation all over it.,"Feb 12, 2024",B B,0
suicide_squad_2016,far too much backstory. You don't develop any investment in the characters. Indicative of why DC lags behind marvel at the movies.,"Jan 28, 2024",Cheetah T,2
suicide_squad_2016,La historia está muy fea es tan mala que es un asco 🤢,"Jan 27, 2024",David C,0
suicide_squad_2016,I thought it was actually really good.,"Jan 25, 2024",Tyler D,4
suicide_squad_2016,"Kinda just your generic superhero movie. Although I do see some things that David Ayer was doing, the studio just didn't care. Let's hope for the Ayer cut still.
5/10","Jan 22, 2024",Laken G,2
suicide_squad_2016,Great cast personal favorite.,"Jan 22, 2024",Landen B,4
suicide_squad_2016,Le joker...est giga merdique,"Jan 17, 2024",Malo B,1
suicide_squad_2016,"La verdad es que con el resultado que tiene, me di cuenta el potencial que pudo haber tenido. Algunos personajes tienen motivos y razones por la cual hacer las cosas (ejemplos; Deadshot y Rick Flag) que terminan haciendo que simpatice bastante con ellos, solo que si, se descuida bastante en la parte narrativa que termina creando una trama fracturada repleta de subtramas al que no sabes por cual irte, y después de que David Ayer revelará imágenes de lo que verdaderamente quería hacer (se suponía que David Ayer tenía la total libertad creativa, pero con el objetivo de competir con Marvel, los planes se cambiaron), me deja con ganas de ver la versión que debió hacerse realmente.","Jan 7, 2024",Ivan V,2
suicide_squad_2016,"I thought this movie was pretty good. It was definitely better than the suicide squad with John cena, poka dot man and shark. I will say I did not like the joker part though I felt like you guys could've had a better joker. My favorite was definitely Harley Quinn in this movie she is so hot","Jan 7, 2024",hailee M,3
suicide_squad_2016,"The original trailer for this film had me all sort of fired up. Sadly, WB butchered this film to shreds, and as a result, the best moments were like thin sliced deli meat. Fine action and a wicked cast topped off with several of DCs oddball, make it a decent enough lunch. But this film was clearly more of the reshoots than the original product.","Jan 6, 2024",Arjun S,3
suicide_squad_2016,I prefered this movie to the 2021 sequel. It's not a perfect film but it's much more enjoyable that the 2nd one!,"Jan 1, 2024",brian w,3
maze_runner_the_scorch_trials,"I was anticipating this film to share many characteristics with the book. However, I was very disappointed. Not only did the flim have a almost totally different plot, but was also quite hard to understand. Would not recommend watching the film if you have read the book.","Mar 13, 2024",fatdad,2
maze_runner_the_scorch_trials,"Maze runner a prova de fogo ou (THE SCORCH TRIALS) é bem inferior ao primeiro, por vários acrescentos inadequados na história, fazendo ele se perder doque foi o primeiro e vira uma história cansativa,chata,sem graça e quase sem ritmo, porém na minha opinião,o que salva o filme é a atuação dos atores principais que não é muito incrível mais também não é ruim,a história tem furos bem idiotas,que poderiam ser consertados com mudanças no roteiro,o início é até que bom, mostrando o elenco original de volta mais que vai decaindo ao passar das cenas seguintes, fazendo alguns personagens ficarem totalmente de lado e descartáveis em alguns momentos,o final a mesma coisa, começa bem vai se perdendo em meio a tanta confusão e partes chatas.
Recomendo assistir caso queira assistir a saga completa ou passar o tempo, porém o filme tem poucas cenas que se salva e também várias coisas entediantes para acompanhar.","Mar 13, 2024",Wanderson A,2
maze_runner_the_scorch_trials,Esse filme é melhor que o primeiro e tem mais zumbis no filme,"Mar 10, 2024",Pedro Antonio O,3
maze_runner_the_scorch_trials,"I was really surprised at the quality in ""Maze Runner: The Scorch Trials"".  I fully expected it to just exude cheap, but the effects and action sequences were fun, with the exception of some lame CG creatures in one scene.  I'm not entirely sold on the young actors, but the more established ones were great.","Feb 19, 2024",Glen A,4
maze_runner_the_scorch_trials,The movie was really good!,"Feb 13, 2024",McKenna,5
maze_runner_the_scorch_trials,"One of the worst movies I've seen - it was just another b-grade Zombie movie with a plot - if you can call it that - shop lifted from a dozen other movies like World War Z. There was nothing interesting about the movie - you didn't relate to any of the stakes set up because there was no meaningful dialogue that set the stage. I found myself fast forwarding through trite slow scenes that were boring and did not add anything to the movie. Maze Runner the 1st film had some interesting plot points, you were discovering the nature of the dystopian maze along with the characters. The sequel dragged on like a sloth on downers. The entire movie is one chase scene dragged out. Skip it as it doesn't even meet the bare minimum for an entertaining movie to watch on a weekend night with pizza. The source material was boring an uninteresting as the author was scraping the bottom of the barrel.","Jan 1, 2024",Trevor G,0
maze_runner_the_scorch_trials,This movie was great. Must watch.,"Dec 22, 2023",Diego S,5
maze_runner_the_scorch_trials,"This movie is weaker then last one, but this one have better quality. In film are many cliche, and from maze stay only one name. Finally I want to tell that this film is good maybe as last one","Dec 9, 2023",DayBro,3
maze_runner_the_scorch_trials,"I love the new caracters, the action is really good, and the adventure never stays behind","Nov 19, 2023",Lizardo Joaqun Y,5
maze_runner_the_scorch_trials,"Unfortunately despite all the action, Scorching Trials seemingly sacrificed an awful load of aspects that its first film originally had.","Nov 19, 2023",Derek L,2
maze_runner_the_scorch_trials,"The first movie was much, much better. Scorch Trials doesn't follow the book much at all, not that the book is terrific. There are a lot of things that just don't work that well, but the action sequences are great. 

Also, the ending is different from the book and totally cringey.","Nov 3, 2023",Phil P,2
maze_runner_the_scorch_trials,The movie itself is very cliché. Most of the movie only consists of running and the main characters making the same mistakes.,"Oct 7, 2023",TeaPecan,0
maze_runner_the_scorch_trials,Nothing like the book absolutely terrible,"Sep 28, 2023",Leah T,0
maze_runner_the_scorch_trials,An amazing movie. Watch all the movies this week i loved every single one of them,"Sep 24, 2023",Ethan,5
maze_runner_the_scorch_trials,I loved it. My favorite movie (tied with the maze runner and death cure of course).,"Sep 10, 2023",mollyy,5
maze_runner_the_scorch_trials,"The Scorch Trials begin where Maze Runner left off, with a new perspective of the world the Boys and Teressa from the Maze know of WICKDs plans to find a ""cure"" for the plague or ""the flare virus"". The story follows the kids trying to survive harsh elements and meet with new friends. The story expands the world and charters by having them explore and question everything the once knew.","Aug 11, 2023",Quinn J,5
maze_runner_the_scorch_trials,"The Maze Runner: The Scorch Trials continues to showcase solid performances from the young cast and has some intense sequences, but it lacks the same level of intrigue and urgency that made the first film so compelling.","Jul 24, 2023",Erik Z,2
maze_runner_the_scorch_trials,"This movie lost what was good from the first, the feeling of seeing something new and the curiosity to know more about that universe, but in the end is just a cheap copy of ""The Last of Us"".","Jul 12, 2023",Kauã M,2
maze_runner_the_scorch_trials,A steady film with good cast and a film which developed the story well.,"Jul 1, 2023",frederick c,3
maze_runner_the_scorch_trials,my brother loves the movie im not a fan of it I would say that the others are way better it kinda missed in my opinion the things that the 1st movie stands for,"Jun 19, 2023",letaiser,3
last_seen_alive,Butler was the best part of this movie. Other then that this reminded me of a low budget Lifetime Movie. Plot was very far fetched. Writing was bad. If you have nothing to do and are bored with your life watch this movie.,"Apr 6, 2024",Mark M,2
last_seen_alive,Maybe bearable with five beers.  Otherwise absolutely unbelievable with a ridiculous finale.  Better save your time.,"Mar 17, 2024",Mario H,1
last_seen_alive,It was entertaining. I don't regret having watched it.,"Feb 9, 2024",Megan K,5
last_seen_alive,"There were very few previews, if not any I noticed, on this leading up to its release so I had no idea about this movie.  I thoroughly enjoyed tonight.  Especially the music score which was almost a 10 out of 10!  Butler is good as always and they should start handing out Oscars on enjoyment levels and watchability!  

Overall I give Last Seen Alive a very solid 8 out of 10!","Jan 6, 2024",Nol P,4
last_seen_alive,I found this movie entertaining and attention catching. I recommend.,"Sep 27, 2023",Nicole L,4
last_seen_alive,i like this movie it was a good whodunnit mystery with Gerald butler good acting,"Sep 21, 2023",angela g,4
last_seen_alive,"They majorly dropped the ball at one point but otherwise it's much better than you'd expect for the 13%. Exactly what you want from a Gerard Butler film, and his acting is actually surprisingly good in a lot of places.","Aug 30, 2023",steve K,3
last_seen_alive,Plot holes big enough to drive a truck thru. Filming actually looks like someone did a home movie on a phone and spliced it into the movie!  Really a stinker of a film. Even with GB giving everything he had... it still wasn't enough. Did I mention the bad writing? The bad plot holes?,"Aug 27, 2023",Ray W,2
last_seen_alive,"Oh goodness the beginning is a hopeless cliche of overused story lines.  If you can survive that the second half is minimally watchable.  Corny, B quality and unimaginative. Except for the explosion, completely without an logical reason for happening at the exact moment they needed a change in direction but oh well. Oh yes and our hero running from the cop about to discover his wife's kidnapper that he kidnapped only to run into the woods and be in proximity to the very place where his wife was being held. 
Wifey get's saved in the end. locked in a storage shed thus ending in a cliche which at the least makes the movie consistent.","Aug 18, 2023",Martin B,3
last_seen_alive,I enjoyed it. Nice and to the point not over drawn like so many movies are these days.,"Jul 18, 2023",Sam F,3
last_seen_alive,"It's a low budget Gerard Butler action flick. There are some frustrating and unbelievable moments, but it mostly kept me entertained. It certainly feels like it was made rather quickly and even has some cheap special effects near the end. I definitely enjoyed Butler's dedication and energy.","Jul 16, 2023",Wade W,2
last_seen_alive,Absolutely terrible. The bar for movies has dropped to the floor since Covid.,"Jun 22, 2023",Karl N,1
last_seen_alive,"3.5 stars;     Okay. I'll admit..... hands-down, this is a 3 star movie at best. We've seen this movie a thousand times. The acting was TV-movie level. And, everything was fairly predictable. 

On the plus side; the suspense and tension was palpable. Gerard Butler did a good job building empathy for his character and getting you to pull hard for him to find his wife. 

So, why 3.5 stars?. Now I have to admit my bias. I am a big Gerard Butler fan. No, he isn't a great actor. But he is the best at that stereotypical role he's asked to play.. the average 'Joe' who is required to perform above average acts.  

Like John Wayne, I think he has created a type of character. And. he plays that character so well in most of his movies that it is normally good for an extra one-half star.","Jun 19, 2023",Ted B,3
last_seen_alive,"One of the worst movies I've ever seen.
Terrible writing,  terrible script.","May 21, 2023",Big S,1
last_seen_alive,Homefront meets Prisoners except it's not as good as either. Nothing exceptional about this movie but it's an ok watch if you got nothing better to do because it's fairly short.,"Apr 26, 2023",Hashirama S,3
last_seen_alive,Great movie to watch,"Apr 12, 2023",You F,5
last_seen_alive,definitely worth 5 stars,"Apr 12, 2023",Chuck N,5
last_seen_alive,"Gerard Butler never disappoints. His films always grab your attention immediately. Brilliant actor, definitely in my top 5. All the negative rotten tomatoes reviews on this film, get lost in your boring depressing world and go watch eastenders","Apr 8, 2023",Marcus  J,5
last_seen_alive,"Trama già vista centinaia di volte e dialoghi e rapporti non esattamente interessanti; ma nonostante questo il film risulta nel complesso gradevole per il genere.
A fare la differenza in positivo è senza dubbio il lungo piano sequenza che porta il protagonista Gerald Butler (macchina perfetta per i film d'azione) alla ricerca della moglie nel campo in cui è detenuta.
Questo piano sequenza permette allo spettatore di immedesimarsi alla perfezione nel protagonista e nella sua esplorazione del territorio nemico, senza grandi azioni da Navy Seals; cosa che lo rende più vicino alla credibilità.
Poco altro degno di nota, anzi tutti aspetti già visti ed in alcun casi meglio eseguiti; ma quella sequenza è perfettamente riuscita e basta a salvare il film.","Apr 5, 2023",Andrea C,3
last_seen_alive,"The movie starts well, then it degenerates into an action flic mimicking a video game. The protagonist has to stealth his way all the time until he kills two big baddies, then he can just walk around since every other NPC is just running away, expect the final boss. Most video games are more realistic than this.
And now one word about the protagonist. He was betrayed in the past, the wife is leaving him and still betraying him, the parents in law do not trust HIM since the sl.. ahem, the wife is betraying him (?!?), he had to fight his away through everything and everybody alone for a sl.. who does not even like him. The big prize at the end? She wants to stay with him now, for the moment, until she will be back to being bored. Hey protagonist, she is a cheater and does not like you, leave her with the kidnappers and find a better woman!","Mar 28, 2023",Michele A,3
57_seconds,Rating: 6/10. 69/100,"Apr 2, 2024",KerryWhite's S,3
57_seconds,The movie had soooo much to potential but the end of the story line is such a disappointment. The story writers need to find a new profession.,"Mar 31, 2024",sara b,1
57_seconds,A rather shallow treatment of an excellent theme and very poor execution.,"Mar 29, 2024",Dejan V,2
57_seconds,"It was a pretty good movie, it wasn't anything I haven't watched before. The movie moves along nicely with a nice pace and doesn't get stuck with long boring scenes! If you're looking for a nice date movie I recommend!","Mar 16, 2024",User 1,4
57_seconds,"The idea was great, but execution of the story and some of the acting was terrible.  Felt forced and lacked any cohesiveness.  Disappointing.","Mar 15, 2024",Tim,1
57_seconds,"Given the number of producers and executive producers, it's not very well produced. 

But I can see why MF agreed to star. The initial script must have looked good - all that was needed was a bit more cash for some script tweaking, a decent edit, better incidental music and a polish  to have a solid property.","Mar 3, 2024",Scott H,3
57_seconds,It's a fun movie and I'd recommend watching it.  It rushes a lot of big concepts and character development but it's entertaining and that's why we watch movies.,"Mar 2, 2024",Jon-Tyrell A,4
57_seconds,"Quero uma pulseirinha daquela... Pensando bem, o anel de 57 segundos serve... Adoro ficção científica distópica com direito a viagens no tempo, críticas a indústrias farmacêutica, fármacos viciantes e altamente lucrativos, para as indústrias, claro… Aquele efeito borboleta maravilhoso, um filme para ser degustado, destrinchado e analisado, com excelente analogia sobre escolhas e o avanço da tecnologia, num futuro não tão distante… Viciante...","Feb 25, 2024",Rosana B,4
57_seconds,Great film very clever plot.,"Feb 23, 2024",K C,5
57_seconds,"I liked the movie, fun concept and contrary what others said understandable characters that can be understood with some thinking. The Intro and Ending fall a bit flat, it's clear that they took some shortcuts there. Most of the time travel movies seem to have the problem that either the character has way much implied information regarding what happens when or that they just completely ignore usages for their time travel, this is something that this movie really excels at, the character is very aware of what should and shouldn't be done and acted very human. That is why I can overlook many of the movies flaws and can really recommend the movie!","Feb 21, 2024",Maximilian S,4
57_seconds,"Read the reviews, genuinely speaking. It seems people want the perfect movie, with the perfect effects and blockbuster actors delivering blockbuster lines… ALL THE TIME.. 

It's sad, however I thought although such negativity. It was quite good to watch and had that 80's, just chill, enjoy and switch off your brain. 

The world now wants perfection, I'm glad I lived through the 70's and 80's as a kid and can enjoy films without taking things too seriously.","Feb 6, 2024",J O,3
57_seconds,"Very, very cool flick with a clever story which unravels early, but keeps on turning left and right to keep it interesting up to quite a decent finale (unfortunately the special effects at the end are despicably bad and low cost). The story is so well written that there was absolutely no necessity for an expensive actor like Morgan to be in there. Enjoyable from early on to the very end. 7 1/2 points.","Feb 6, 2024",Giorgio G,4
57_seconds,"Awful, from the beginning to the end","Dec 31, 2023",Flavio P,0
57_seconds,"Good movie. I’m not sure of why there’s such a low rating, but I really liked this movie. Watch it for yourself and I think you’ll agree that it’s a fun movie. It’s not an Oscar film, but definitely worth a watch!!!","Dec 24, 2023",Reviewer not found,4
57_seconds,"57 seconds spent on this movie is 56 seconds too long. Terrible acting, terrible writing, terrible production. Even Morgan Freeman couldn't salvage it.","Dec 17, 2023",New2nova2 A,0
57_seconds,"There is only one interesting scene in the whole movie. The plot is bad, the story makes no sense. Like when the police take down a plane by shooting it with guns for no reason.","Dec 16, 2023",Fabio M,1
57_seconds,Story makes no sense at all.,"Dec 8, 2023",The O,0
57_seconds,One of those rare films you know is bad from the moment it begins. Turning this off should be an easy no brainer.,"Dec 6, 2023",Greg R,0
57_seconds,"Saw on vudu figured how bad can it be Morgan freeman in it !
Story was kinda dull at times but what if you could travel back 57 seconds and fix something how far would you go and what would you do ? Although acting kinda stunk 
It was a good base for a story line but moderately delivered and why not use a class actor like Morgan freeman to push a 3.5 star movie so just rent it","Dec 4, 2023",art d,3
57_seconds,"Wow. The only impressive feat of this movie is that they got an actor like Morgan Freeman to star in this atrocity.
The whole movie feels like a badly-written 'Marty Stu' teen fanfiction; unrealistic, terrible script and dialogue, poor acting from everyone but mister Freeman. But even he can't save this monstrosity of a movie that should never even have seen the light of day.","Nov 29, 2023",H H,0
heart_of_stone_2023,"Just say ""NO"" to schlock. Dumb and thoroughly cliched from beginning to end, plain and simple. If I may paraphrase Shakespeare: ""An idiotic tale, full of sound and fury, signifying nothing"". Cheers!","Apr 5, 2024",Todd K,1
heart_of_stone_2023,"Gal Gadot tries her hardest to keep this rather heartless action flick afloat, but it's a burden she carries alone and not even she can save such a poor effort at a generic, overly complicated thriller.","Mar 14, 2024",Fetti,1
heart_of_stone_2023,"It was fun, I enjoyed it.","Feb 25, 2024",w x,4
heart_of_stone_2023,Great movie. Absolutely fresh,"Feb 16, 2024",Miriam G,4
heart_of_stone_2023,"It had good special effects and shooting, the story is kind of lacklustre though.","Feb 13, 2024",John S,3
heart_of_stone_2023,An ok watch if youve nothing better to do. Plot not well developed and characters a bit bland,"Feb 4, 2024",Jennifer M,2
heart_of_stone_2023,On the seat of the couch the entire movie.  An absolute thrill ride.  Cant wait for the next instalment.  Gal Gadot's best performance yet.,"Jan 24, 2024",Jeff P,5
heart_of_stone_2023,"Action, Intrigue, fabulous SFX, drama! What more could one ask for? OK, so my imagination had to be stretched, but that's par for the course with the genre. Why 70% of the critics gave it a thumbs down is beyond me! my only disappointment- it doesn't seem to have hit well enough for the sequel that was so nicely set up to come to fruition. Oh well.","Jan 15, 2024",John A,4
heart_of_stone_2023,"Too far fetched and was so unrealistic it was cringe worthy. Shame, because it had amazing actors in it, but the plot was subpar and nonsensical at times. The characters were surface deep at best. I wouldn't recommend. If you're after a mission impossible type movie, just rewatch mission impossible, this falls short.","Jan 11, 2024",Katy K,1
heart_of_stone_2023,The main problem with the movie is that it's just Pants!  There's only one good thing about the movie - and that's the numerous global vistas... So it's good if you want a virtual vacation across the world!  Everything else from the plot to the acting is comedic at best!,"Jan 6, 2024",Chinny R,1
heart_of_stone_2023,"Terribly written with excruciatingly bad dialogue.  I wanted to like this, but it was nearly unwatchable.  It was trying so hard to be cool, fake.  Trying so hard to have cool action, stupid.  Trying so hard to have quippy one liners at just the right moments to be funny, cringe.  Trying so hard to look slick, yes it looked like very slick and well produced garbage.  The action tried so hard to be over the top and cool, it forgot to be believable and interesting.  Overall so disapponting and boring.  I'll give it one star for having Gal Gadot in it.  But that is probably also the only reason the movie was green lit.","Jan 4, 2024",Arch O,1
heart_of_stone_2023,Action packed with plenty of Jamie Dornan.,"Jan 3, 2024",Pam L,4
heart_of_stone_2023,I turned it off after about half an hour. I planned on coming back to it but that'll probably never happen if I'm honest.,"Dec 21, 2023",Leah E,1
heart_of_stone_2023,Despite the cast it is really bland.,"Dec 19, 2023",Steve D,2
heart_of_stone_2023,"It's the worst 🤮🤮
Don't waste your time!!!","Dec 11, 2023",Alzahraa A,1
heart_of_stone_2023,This is a smart action thriller with some good twists.  I really enjoyed it.,"Dec 7, 2023",Gordon G,4
heart_of_stone_2023,Horrible movie such a waste of time,"Dec 6, 2023",Marwa A,0
heart_of_stone_2023,"Another dumb, unbelievable Hollywood movie....","Nov 26, 2023",Christopher B,1
